브랜드,중분류,소분류,상품명,정가,할인가
아로마티카,헤어 케어,샴푸,로즈마리 스칼프 스케일링 샴푸 리필 500ml,22000,13200
아로마티카,헤어 케어,샴푸,로즈마리 스칼프 스케일링 샴푸 바,15000,9000
아로마티카,헤어 케어,샴푸,로즈마리 액티브브이 안티헤어로스 샴푸 400ml,28000,16800
아로마티카,헤어 케어,샴푸,로즈마리 액티브브이 안티헤어로스 샴푸 리필 500ml,28000,16800
아로마티카,헤어 케어,헤어에센스,로즈마리 액티브브이 안티헤어로스 토닉,22000,13200
아로마티카,헤어 케어,린스,로즈마리 헤어 씨크닝 컨디셔너 400ml,18000,10800
아로마티카,헤어 케어,린스,로즈마리 헤어 씨크닝 컨디셔너 리필 500ml,18000,10800
아로마티카,헤어 케어,린스,로즈마리 헤어 씨크닝 컨디셔너 바,15000,9000
아로마티카,기초 화장품,기초 화장용 에센스,리바이빙 로즈 인퓨전 세럼,35000,21000
아로마티카,기초 화장품,기초 화장용 크림,리바이빙 로즈 인퓨전 크림,45000,27000
아로마티카,클렌징 용품,클렌징 폼,리바이빙 로즈 인퓨전 크림 클렌저,20000,12000
아로마티카,기초 화장품,기초 화장용 스킨,리바이빙 로즈 인퓨전 트리트먼트 토너,35000,21000
아로마티카,기능성 화장품,기능성 화장품 세트,리바이빙 로즈 트라이얼 세트(세럼 100ml+크림 20ml),37000,22200
아로마티카,핸드 제품,핸드크림,마지팬 핸드밤 비터아몬드 & 바닐라,21000,12600
아로마티카,기초 화장품,기초 화장용 스킨,바이탈라이징 로즈마리 디콕션 토너,20000,12000
아로마티카,기초 화장품,기초 화장용 스킨,바이탈라이징 로즈마리 디콕션 토너 리필 300ml,18000,10800
아로마티카,기초 화장품,기초 화장용 크림,바이탈라이징 로즈마리 올인원 로션 300ml,22000,13200
아로마티카,바디 케어,바디 보습제,바이탈라이징 로즈마리 올인원 로션 300ml,22000,13200
아로마티카,기초 화장품,기초 화장용 크림,바이탈라이징 로즈마리 올인원 로션 리필 500ml,28000,16800
아로마티카,바디 케어,바디 보습제,바이탈라이징 로즈마리 올인원 로션 리필 500ml,28000,16800
아로마티카,클렌징 용품,클렌징 워터/젤,바이탈라이징 로즈마리 올인원 워시,18000,10800
아로마티카,바디 케어,바디 클렌져,바이탈라이징 로즈마리 올인원 워시,18000,10800
아로마티카,클렌징 용품,클렌징 워터/젤,바이탈라이징 로즈마리 올인원 워시 리필 500ml,22000,13200
아로마티카,바디 케어,바디 클렌져,바이탈라이징 로즈마리 올인원 워시 리필 500ml,22000,13200
아로마티카,기초 화장품,기초 화장용 에센스,바이탈라이징 로즈마리 컨센트레이티드 에센스,28000,16800
아로마티카,바디 케어,바디 보습제,블라써밍 바디로션 네롤리 & 자스민,25000,15000
아로마티카,핸드 제품,핸드크림,블라써밍 핸드크림 네롤리 & 자스민,18000,10800
아로마티카,헤어 케어,샴푸,사이프러스 딥 클렌징 샴푸 400ml,20000,12000
아로마티카,헤어 케어,샴푸,사이프러스 딥 클렌징 샴푸 리필 500ml,20000,12000
아로마티카,바디 케어,바디 보습제,서렌 바디로션 라벤더 & 마조람,22000, 
아로마티카,바디 케어,바디 보습제,서렌 바디오일 라벤더 & 마조람,16000,9600
아로마티카,바디 케어,바디 클렌져,서렌 바디워시 라벤더 & 마조람 300ml,22000,13200
아로마티카,바디 케어,바디 클렌져,서렌 바디워시 라벤더 & 마조람 리필 500ml,28000,16800
아로마티카,바디 케어,바디 보습제,서큘레이팅 바디오일 주니퍼베리 & 진저,16000,9600
아로마티카,선 제품,선크림,수딩 알로에 미네랄 선스크린 SPF50+/PA++++,22000,13200
아로마티카,기초 화장품,기초 화장용 스킨,수딩 알로에 베라 젤 180ml,7000,4200
아로마티카,기초 화장품,기초 화장용 스킨,수딩 알로에 베라 젤 500ml,16000,9600
아로마티카,기초 화장품,기초 화장용 스킨,수딩 알로에 베라 젤 50ml,3000, 
아로마티카,기초 화장품,기초 화장용 스킨,수딩 알로에 베라 젤 리필 500ml,15000,9000
아로마티카,기초 화장품,기초 화장용 크림,수딩 알로에 아쿠아 크림,16000,9600
아로마티카,기능성 화장품,기능성 화장품 세트,스킨케어 베스트 트리오 세트,59000,35400
아로마티카,기초 화장품,기초 화장용 스킨,시카 카밍 젤,10000,6000
아로마티카,헤어 케어,샴푸,아로마티카 샴푸 베스트 컬렉션,18000,10800
아로마티카,헤어 케어,샴푸,아로마티카 에이콜로지 브랜드 북 세트,28000,16800
아로마티카,기초 화장품,기초 화장용 에센스,알로에 하이펙티브 세럼40% Hyaluronic sol. + 1% B5,27000,16200
아로마티카,기초 화장품,기초 화장용 크림,알로에 하이펙티브 크림5% Hyaluronic sol. + 5% Collagen sol.,26000,15600
아로마티카,클렌징 용품,클렌징 폼,알로에 하이펙티브 클렌저5% Hyaluronic sol.+ 0.1% Enzyme,16000,9600
아로마티카,기초 화장품,기초 화장용 스킨,알로에 하이펙티브 토너5% Hyaluronic sol. + 2% PHA,19000,11400
아로마티카,바디 케어,바디 보습제,어웨이크닝 바디오일 페퍼민트 & 유칼립투스,19000,11400
아로마티카,핸드 제품,핸드워시/스크럽,에너진저 핸드워시 진저 & 그레이프 프룻 리필 500ml,22000,13200
아로마티카,핸드 제품,핸드워시/스크럽,에너진저 핸드워시 진저 & 그레이프프룻 300ml,18000,10800
아로마티카,핸드 제품,핸드워시/스크럽,에너진저 핸드워시 진저 & 그레이프프룻 30ml,3000, 
아로마티카,클렌징 용품,클렌징 크림,오렌지 클렌징 샤베트,30000,18000
아로마티카,기초 화장품,기초 화장용 오일/앰플,유기농 골든 호호바 오일,25000,15000
아로마티카,기초 화장품,기초 화장용 오일/앰플,유기농 네롤리 브라이트닝 페이셜 오일,25000,15000
아로마티카,기초 화장품,기초 화장용 오일/앰플,유기농 로즈힙 오일,25000,15000
아로마티카,바디 케어,바디 보습제,임브레이스 바디오일 네롤리 & 패츌리,19000,11400
아로마티카,기초 화장품,기초 화장용 크림,카카두 유스 글로우 비타 크림1% Hemisqualane + 1% Collagen sol.,32000,19200
아로마티카,기초 화장품,기초 화장용 에센스,카카두 유스 글로우 비타 필 10% AHA + 0.5% BHA,29000,17400
아로마티카,색조 메이크업 립,색조 메이크업 립스틱,컨셔스 비건 립 컬러 비터체리,20000,12000
아로마티카,색조 메이크업 립,색조 메이크업 립스틱,컨셔스 비건 립 컬러 애프리콧,20000,12000
아로마티카,색조 메이크업 립,색조 메이크업 립스틱,컨셔스 비건 립 컬러 엘더베리,20000,12000
아로마티카,기능성 화장품,기능성 영양보습 화장품,컴포팅 칼렌듈라 디콕션 밤,12000,7200
아로마티카,기초 화장품,기초 화장용 크림,컴포팅 칼렌듈라 디콕션 인텐시브 크림,26000,15600
아로마티카,기초 화장품,기초 화장용 크림,컴포팅 칼렌듈라 디콕션 쥬시크림,28000,16800
아로마티카,클렌징 용품,클렌징 폼,컴포팅 칼렌듈라 디콕션 클렌징 무스,22000,13200
아로마티카,클렌징 용품,클렌징 폼,컴포팅 칼렌듈라 디콕션 클렌징 무스 리필 300ml,29000,17400
아로마티카,헤어 케어,샴푸,퀴노아 프로틴 샴푸 400ml,18000,10800
아로마티카,헤어 케어,샴푸,퀴노아 프로틴 샴푸 리필 500ml,18000,10800
아로마티카,헤어 케어,트리트먼트,퀴노아 프로틴 트리트먼트 마스크,16000,9600
아로마티카,헤어 케어,헤어에센스,퀴노아 프로틴 헤어 앰플,17000,10200
아로마티카,헤어 케어,헤어에센스,퀴노아 프로틴 헤어 프라이머 130ml,16000,9600
아로마티카,기능성 화장품,기능성 영양보습 화장품,티트리 53 블레미쉬 스팟,13000,7800
아로마티카,기초 화장품,기초 화장용 오일/앰플,티트리 그린 오일,25000,15000
아로마티카,기초 화장품,기초 화장용 크림,티트리 밸런싱 에멀전,29000,17400
아로마티카,클렌징 용품,클렌징 폼,티트리 밸런싱 클렌징 바,15000,9000
아로마티카,바디 케어,바디 클렌져,티트리 밸런싱 클렌징 바,15000,9000
아로마티카,기초 화장품,기초 화장용 스킨,티트리 밸런싱 토너,27000,16200
아로마티카,기초 화장품,기초 화장용 스킨,티트리 밸런싱 토너 리필 300ml,30000,18000
아로마티카,클렌징 용품,클렌징 폼,티트리 밸런싱 포밍 클렌저,18000,10800
아로마티카,기초 화장품,기초 화장용 스킨,티트리 카밍 젤 300ml,10000,6000
아로마티카,기초 화장품,기초 화장용 스킨,티트리 카밍 젤 50ml,3000, 
아로마티카,기초 화장품,기초 화장용 에센스,티트리 포어 퓨리파잉 세럼10% Niacinamide + 1% Zinc PCA,29000,17400
아로마티카,기초 화장품,기초 화장용 크림,티트리 포어 퓨리파잉 젤크림5% Niacinamide + 0.1% PHA,32000,19200
아로마티카,클렌징 용품,클렌징 워터/젤,티트리 포어 퓨리파잉 클렌징 워터 리필1% 나이아신아마이드+0.5% BHA 300ml,20000,12000
아로마티카,클렌징 용품,클렌징 워터/젤,티트리 포어 퓨리파잉 클렌징 워터1% 나이아신아마이드+0.5% BHA,22000,13200
아로마티카,헤어 케어,샴푸,티트리 퓨리파잉 샴푸 1000ml,40000,24000
아로마티카,헤어 케어,샴푸,티트리 퓨리파잉 샴푸 180ml,12000,7200
아로마티카,헤어 케어,샴푸,티트리 퓨리파잉 샴푸 400ml,20000,12000
아로마티카,헤어 케어,샴푸,티트리 퓨리파잉 샴푸 리필 500ml,22000,13200
아로마티카,헤어 케어,헤어에센스,티트리 퓨리파잉 토닉,13000,7800
아로마티카,헤어 케어,헤어에센스,티트리 퓨리파잉 토닉 리필 300ml,30000,18000
아로마티카,바디 케어,바디케어용 청 결제,퓨어 앤 소프트 여성청결제 300ml,22000,13200
아로마티카,바디 케어,바디케어용 청 결제,퓨어 앤 소프트 여성청결제 리필 500ml,33000,19800
아로마티카,기능성 화장품,기능성 영양보습 화장품,홀리스틱 레미디 어노인팅 (동방박사) 밤,16000,9600
오엠,클렌징 용품,클렌징 로션,[이효리클렌징]세이지 마사지 클린징 밀크 250ml,80000, 
오엠,클렌징 용품,클렌징 크림,[이효리클렌징]세이지 마사지 클린징 밀크 250ml,80000, 
오엠,클렌징 용품,화장 비누,트루 라벤더 솝 80g,25000, 
오엠,클렌징 용품,화장 비누,로즈 솝 80g,25000, 
오엠,클렌징 용품,화장 비누,캐모마일 솝 80g,25000, 
오엠,기초 화장품,기초 화장용 스킨,부처브룸 토너 아스트린젠트 200ml,60000, 
오엠,기초 화장품,기초 화장용 오일/앰플,리포솜 럭스 앰플 30ml,108000, 
오엠,기초 화장품,기초 화장용 에센스,리포솜 럭스 에센스 100ml,68000, 
오엠,기초 화장품,기초 화장용 오일/앰플,리포솜 럭스 앰플 & 에센스,176000,158400
오엠,기초 화장품,기초 화장용 에센스,리포솜 럭스 앰플 & 에센스,176000,158400
오엠,기초 화장품,기초 화장용 오일/앰플,보라지 페이스 오일 10ml,78000, 
오엠,기초 화장품,기초 화장용 오일/앰플,페이스 토닉 오일 10ml,78000, 
오엠,기초 화장품,기초 화장용 에센스,엘리지리아 세럼 30ml,198000, 
오엠,기초 화장품,기초 화장용 에센스,칼렌둘라 브라이트닝 세럼 30ml,115000, 
오엠,기능성 화장품,기능성 영양보습 화장품,라벤더 하이드레이팅 크림 50ml,110000, 
오엠,기능성 화장품,기능성 영양보습 화장품,미울리바 널싱 나이트 크림 50ml,149000, 
오엠,기능성 화장품,기능성 영양보습 화장품,미울리바 하이드레이팅 크림 50ml,130000, 
오엠,기능성 화장품,기능성 영양보습 화장품,엘리지리아 크림 50ml,240000, 
오엠,기능성 화장품,기능성 아이케어 화장품,미울리바 아이크림 30ml,110000, 
오엠,기능성 화장품,기능성 모공관리 화장품,[멀티밤] 페이스 토닉 밤 30ml,139000, 
오엠,핸드 제품,핸드크림,이모르뗄 핸드 크림 30ml,39000, 
오엠,핸드 제품,핸드크림,[NEW]타임 뉴트리션 핸드 크림 30ml,16000, 
오엠,핸드 제품,핸드크림,[핸드세럼]타임 모이스처라이징 세럼 30ml,16000, 
오엠,바디 케어,바디 보습제,히드로플루이드 로션,36000, 
오엠,바디 케어,바디 보습제,[재입고][NEW]임팩트 오일,44000, 
오엠,바디 케어,바디 보습제,[재입고][NEW]릴렉스 바디 오일,34000, 
오엠,바디 케어,바디 보습제,[재입고][NEW]토닉 바디 오일,34000, 
오엠,바디 케어,바디 보습제,[재입고][NEW]바디 오일,30000, 
오엠,바디 케어,바디 클렌져,퍼퓸드 배스 밀크,63000, 
오엠,헤어 케어,샴푸,트리 라벤더 샴푸,63000, 
오엠,입욕제,입욕제,라벤더 릴렉싱 배스 오일 200ml,99000, 
오엠,입욕제,입욕제,로즈마리 토닉 배스 오일 200ml,99000, 
오엠,입욕제,입욕제,배스 오일 솔트 - 발사믹 300g/20ml,75000, 
오엠,입욕제,입욕제,배스 오일 솔트 - 라벤더 300g/20ml,75000, 
오엠,입욕제,입욕제,배스 오일 솔트 - 몬타우토 300g/20ml,75000, 
오엠,입욕제,입욕제,배스 오일 솔트 - 릴렉싱 300g/20ml,75000, 
이든 미네랄,베이스 메이크업 제품,베이스 메이크업용 프라이머,아이리스 페이스 프라이머,42000, 
이든 미네랄,베이스 메이크업 제품,베이스 메이크업용 파운데이션,롱웨어 리퀴드 파운데이션 노르딕 베일,48000, 
이든 미네랄,베이스 메이크업 제품,베이스 메이크업용 파운데이션,모이스처 리퀴드 파운데이션 노르스켄,48000, 
이든 미네랄,베이스 메이크업 제품,베이스 메이크업용 파운데이션,파우더 파운데이션,48000, 
이든 미네랄,색조 메이크업 기타,색조 메이크업 볼터치,미네랄 블러셔 & 브러쉬 세트,66000,52800
이든 미네랄,색조 메이크업 기타,색조 메이크업 볼터치,미네랄 블러셔 아케바,42000, 
이든 미네랄,색조 메이크업 기타,색조 메이크업 볼터치,미네랄 블러셔 할론,42000, 
이든 미네랄,색조 메이크업 기타,색조 메이크업 볼터치,미네랄 블러셔 트란바,42000, 
이든 미네랄,색조 메이크업 기타,색조 메이크업 볼터치,미네랄 블러셔 하브톤,42000, 
이든 미네랄,색조 메이크업 기타,색조 메이크업 쉐딩/하이라이터,미네랄 브론저 & 브러쉬 세트,66000,52800
이든 미네랄,색조 메이크업 기타,색조 메이크업 쉐딩/하이라이터,미네랄 브론저,42000, 
이든 미네랄,베이스 메이크업 제품,베이스 메이크업용 가루파우더,파우더 파운데이션 & 브러쉬 세트,82000,65600
이든 미네랄,베이스 메이크업 제품,베이스 메이크업용 가루파우더,프레스드 파우더 튜바,38000, 
이든 미네랄,색조 메이크업 아이,색조 메이크업 마스카라,마그나 렝쓰닝 마스카라,36000, 
이든 미네랄,색조 메이크업 아이,색조 메이크업 마스카라,마그나 볼륨 마스카라,36000, 
이든 미네랄,색조 메이크업 아이,색조 메이크업 아이섀도우,아이섀도우 팔레트,42000, 
이든 미네랄,색조 메이크업 아이,색조 메이크업 아이섀도우,아이섀도우 싱글,22000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,리퀴드 파운데이션 브러쉬,36000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,라지 파우더 브러쉬,38000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,블러셔 & 브론저 브러쉬,24000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,휴대용 가부키 브러쉬,34000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,가부키 브러쉬,34000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,프리시젼 아이섀도우 브러쉬,18000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,앵글드 블렌딩 브러쉬,18000, 
이든 미네랄,메이크업 도구,메이크업 브러쉬,아이섀도우 브러쉬,18000, 
이든 미네랄,클렌징 용품,클렌징 로션,페이스 & 아이 미네랄 클렌징 로션,34000, 
클레어스,클렌징 용품,클렌징 폼,리치 모이스트 포밍 클렌저,12500, 
클레어스,클렌징 용품,클렌징 오일,젠틀 블랙 프레쉬 클렌징 오일,16900, 
클레어스,클렌징 용품,클렌징 오일,젠틀 블랙 딥 클렌징 오일,14900, 
클레어스,클렌징 용품,클렌징 오일,GENTLE BLACK duo,25400,22800
클레어스,스킨 케어,스크럽/필링크림,GENTLE BLACK duo,25400,22800
클레어스,클렌징 용품,클렌징 오일,GENTLE BLACK BOX,43900,39500
클레어스,스킨 케어,스크럽/필링크림,GENTLE BLACK BOX,43900,39500
클레어스,스킨 케어,스크럽/필링크림,젠틀 블랙 슈거 페이셜 폴리쉬,18500, 
클레어스,스킨 케어,스킨케어 마스크팩,유스풀 글로우 슈거 마스크,21000, 
클레어스,바디 케어,바디케어용 때비누,서플 프레퍼레이션 바디 솝,10500, 
클레어스,클렌징 용품,클렌징 폼,클렌징의 정석 set,31000,27900
클레어스,클렌징 용품,화장 비누,리치 모이스트 페이셜 솝,10500, 
클레어스,클렌징 용품,화장 비누,젠틀 블랙 슈거 차콜 솝,10500, 
클레어스,기초 화장품,기초 화장용 스킨,서플 프레퍼레이션 페이셜 토너,12900, 
클레어스,기초 화장품,기초 화장용 미스트,펀더멘탈 앰플 미스트,28000, 
클레어스,기초 화장품,기초 화장용 스킨,서플 프레퍼레이션 언센티드 토너,12900, 
클레어스,기초 화장품,기초 화장용 스킨,유분없는 수분링거 set ,30400,27300
클레어스,기초 화장품,기초 화장용 스킨,데일리 스킨 하이드레이팅 워터,26900, 
클레어스,기초 화장품,기초 화장용 스킨,데일리 스킨 소프닝 워터,26900, 
클레어스,기초 화장품,기초 화장용 에센스,프레쉴리 쥬스드 비타민 드롭,21900, 
클레어스,기초 화장품,기초 화장용 에센스,RECOVERY duo,51400,46200
클레어스,기초 화장품,기초 화장용 에센스,CALM NIGHT duo,43800,39400
클레어스,기초 화장품,기초 화장용 에센스,BASIC & BEST set,49900,44900
클레어스,기초 화장품,기초 화장용 에센스,펀더멘탈 워터리 오일 드롭,31900, 
클레어스,기초 화장품,기초 화장용 에센스,펀더멘탈 아이 어웨이크닝 젤,25500, 
클레어스,기초 화장품,기초 화장용 에센스,리치 모이스트 수딩 세럼,17500, 
클레어스,기초 화장품,기초 화장용 에센스,미드나잇 블루 유스 액티베이팅 드롭,29500, 
클레어스,기초 화장품,기초 화장용 크림,리치 모이스트 수딩크림 ,19500, 
클레어스,기초 화장품,기초 화장용 크림,미드나잇 블루 카밍 크림 [60ml],29500, 
클레어스,기초 화장품,기초 화장용 크림,미드나잇 블루 카밍 크림,21900, 
클레어스,기능성 화장품,기능성 아이케어 화장품,펀더멘탈 너리싱 아이 버터,24500, 
클레어스,기초 화장품,기초 화장용 로션,서플 프레퍼레이션 올오버로션,22900, 
클레어스,기초 화장품,기초 화장용 크림,펀더멘탈 워터 젤 크림,31900, 
클레어스,기초 화장품,기초 화장용 크림,SKIPCARE duo ,59900,50900
클레어스,기초 화장품,기초 화장용 크림,비타민 E 마스크 미니어쳐 15ml,9000, 
클레어스,스킨 케어,스킨케어 마스크팩,프레쉴리 쥬스드 비타민E 마스크,29400, 
클레어스,스킨 케어,스킨케어 시트마스크팩,리치 모이스트 수딩 텐셀 시트 마스크,3000, 
클레어스,스킨 케어,스킨케어 시트마스크팩,미드나잇 블루 카밍 시트 마스크,3000, 
마녀공장,선 제품,선크림,아워 비건 선크림 시카,26000, 
마녀공장,스킨 케어,스킨케어 시트마스크팩,아워 비건 어성초 시카 마스크,3000, 
마녀공장,클렌징 용품,클렌징 폼,아워 비건 어성초 시카 클렌징 폼,14000, 
마녀공장,기초 화장품,기초 화장용 크림,아워 비건 어성초 시카 크림,28000, 
마녀공장,기초 화장품,기초 화장용 에센스,아워 비건 어성초 98 시카 세럼,20000, 
마녀공장,기초 화장품,기초 화장용 스킨,아워 비건 어성초 시카 토너,24000, 
마녀공장,색조 메이크업 립,색조 메이크업 립밤,아워 비건 컬러 립밤 그린 핑크,10500, 
마녀공장,색조 메이크업 립,색조 메이크업 립밤,아워 비건 립밤,9500, 
마녀공장,스킨 케어,스크럽/필링크림,아워 비건 오곡라떼 스크럽 폼,16000, 
마녀공장,선 제품,선크림,아워 비건 선플루이드 글로우,28000, 
마녀공장,선 제품,선크림,아워 비건 선크림 베이직,26000, 
스킨푸드,클렌징 용품,화장 비누,캐롯 카로틴 핸드메이드 솝 (100g),12000, 
스킨푸드,클렌징 용품,클렌징 워터/젤,캐롯 카로틴 카밍 워터 패드 세트 (50g),8000, 
스킨푸드,기초 화장품,기초 화장용 에센스,유자 씨 잡티 맑음 에센스 (150ml),34000, 
스킨푸드,스킨 케어,스킨케어 마스크팩,라벤더 푸드마스크 (120g),15000, 
스킨푸드,기초 화장품,기초 화장용 크림,캐롯 카로틴 릴리프 크림 (55ml),30000, 
스킨푸드,클렌징 용품,클렌징 워터/젤,"캐롯 카로틴 카밍 워터 패드 (250g, 60매)",26000, 
허블룸,기초 화장품,기초 화장용 오일/앰플,비건 뷰티 페이스 오일 30ml,36000,23400
카밀,색조 메이크업 립,색조 메이크업 립밤,립밤 3종 (비건),6200,4650
AHC,기능성 화장품,기능성 아이케어 화장품,퓨어 레스큐 리얼 아이크림 포 페이스 (비건),20000,15000
수이스킨,기초 화장품,기초 화장용 오일/앰플,하얀 자작나무 수액 앰플 35ml,24000,16800
수이스킨,클렌징 용품,화장 비누,맑은 아보밥 비누,16000,8800
비브,기초 화장품,기초 화장용 에센스,차가 리바이탈라이징 세럼,40000,24000
온도,기초 화장품,기초 화장용 에센스,구절초 수분 진정 에센스,42000,37800
에이트루,클렌징 용품,클렌징 폼,오리진 퓨어 밸런싱 클렌징 폼,11900,8449
온도,기초 화장품,기초 화장용 오일/앰플,구절초 수분 진정 앰플 크림,39000,35100
닥터올가,헤어 케어,샴푸,로즈마리 민트 샴푸,28000,19600
Inglot,베이스 메이크업 제품,베이스 메이크업용 가루파우더,루스 파우더 5종,38000, 
베이지크,기초 화장품,기초 화장용 에센스,트리트먼트 로션 120ml,42000, 
싸이닉,기초 화장품,기초 화장용 로션,더 심플 데일리 로션 260ml,14000,12880
이즈그린,기초 화장품,기초 화장용 크림,LHA 비건 크림,55000,49500
이즈그린,기초 화장품,기초 화장용 에센스,LHA 비건 에센스,59000,53000
이즈그린,기초 화장품,기초 화장용 스킨,LHA 비건 토너,39000,35000
이즈그린,기능성 화장품,기능성 화장품 세트,LHA 비건 2종 SET,94000,80000
이즈그린,기능성 화장품,기능성 화장품 세트,LHA 비건 3종 SET,153000,122000
쏘내추럴,베이스 메이크업 제품,베이스 메이크업용 BB크림,쏘 비건 카밍 비비크림,24000, 
쏘내추럴,선 제품,선크림,쏘 비건 카밍 선크림,25000, 
쏘내추럴,베이스 메이크업 제품,베이스 메이크업용 가루파우더,쏘 비건 카밍 스킨 파우더,18000,14400
쏘내추럴,스킨 케어,스킨케어 곡물팩,어글리 포테이토 마스크,26000,20800
쏘내추럴,스킨 케어,스크럽/필링크림,그린빈 커피 스크럽,28000,22400
쏘내추럴,색조 메이크업 아이,색조 메이크업 속눈썹영양제,쏘 비건 노니 아이래쉬 앰플,16000,11200
쏘내추럴,스킨 케어,스킨케어 시트마스크팩,쏘 비건 노니 딥 마스크,4000,2800
쏘내추럴,기초 화장품,기초 화장용 스킨,쏘 비건 노니 토너,24000,21600
쏘내추럴,기초 화장품,기초 화장용 크림,쏘 비건 노니 크림,33000,29700
쏘내추럴,기초 화장품,기초 화장용 오일/앰플,쏘 비건 노니 페이스 오일,35000,28000
쏘내추럴,기능성 화장품,기능성 화장품 세트,쏘 비건 노니 2종,57000,51300
쏘내추럴,스킨 케어,스킨케어 마스크팩,쏘 비건 진저 클레이 마스크,28000,19600
쏘내추럴,바디 케어,바디케어용 때비누,바디워시 바쓰 시카 솝,16000,9600
쏘내추럴,바디 케어,바디케어용 때비누,바디워시 때밀이바쓰,15000,9000
쏘내추럴,기초 화장품,기초 화장용 스킨,플랜트 에센스 토너,25000,12500
쏘내추럴,스킨 케어,스킨케어 워시오프팩,카보닉 버블 클레이 마스크,25000, 
오드리앤영,스킨 케어,스킨케어 시트마스크팩,아이 라이크 레드 스위트원 세럼 마스크,3000, 
오드리앤영,스킨 케어,스킨케어 시트마스크팩,아이 라이크 시카 바이옴 세럼 마스크,3000, 
오드리앤영,클렌징 용품,클렌징 오일,시카 바이옴 클렌징 오일 250ml,29000, 
오드리앤영,클렌징 용품,클렌징 크림,시카 바이옴 클렌징 밤 100ml,28000, 
오드리앤영,기초 화장품,기초 화장용 에센스,아이 라이크 레드 스위트원 세럼 30ml,32000, 
오드리앤영,기초 화장품,기초 화장용 에센스,아이 라이크 블루밍 에너지 세럼 30ml,32000, 
오드리앤영,기초 화장품,기초 화장용 오일/앰플,아이 라이크 컨센트레이트 오일 30ml,32000, 
오드리앤영,기초 화장품,기초 화장용 에센스,아이 라이크 시카 바이옴 세럼 30ml,32000, 
오드리앤영,클렌징 용품,클렌징 폼,마이크로바이옴 클렌징 폼 120ml,15000,11250
오드리앤영,클렌징 용품,클렌징 워터/젤,마이크로바이옴 클렌징 워터 400ml,22000,16500
오드리앤영,클렌징 용품,클렌징 폼,(1+1) 버블 껌 핑크 클렌저 120ml,12000, 
발롱블랑,기능성 화장품,기능성 영양보습 화장품,비건 알로에베라99 수딩젤 튜브형 200ml,4000,3600
키핀터치,색조 메이크업 립,색조 메이크업 립틴트,젤리 립 플럼퍼 틴트,20000,9900
키핀터치,색조 메이크업 아이,색조 메이크업 아이브로우,유어 브로우 세럼 타투펜 YT02 다크브라운,15000,8900
발롱블랑,기초 화장품,기초 화장용 크림,울트라 하이드레이팅 페이셜 수분크림(비건) 50ml,30000,27000
키핀터치,색조 메이크업 기타,색조 메이크업 볼터치,아이스젤리 치크 블러셔,22000,9900
키핀터치,색조 메이크업 아이,색조 메이크업 아이섀도우,아이스젤리 아이팔레트,38000,16900
키핀터치,색조 메이크업 립,색조 메이크업 립틴트,무드 엠엘비비 벨벳틴트,19000,5900
